título,organismo,creado,actualizado,sector,idioma,coberturageográfica,frecuenciadeactualización,urldocumentacion,urlnormativa,descargas,visitas,clasificación,url
Directorio de la red de bibliotecas publicas de Cali,Secretaría de Cultura,2018-10-30T19:36:17.409770,2019-12-20T15:28:14.018823,Cultura,Español,Local,Anual,No aplica,No aplica,388,327,4,http://datos.cali.gov.co/dataset/directorio-de-la-red-de-bibliotecas-publicas-de-cali
Ganadores Festival Internacional de Teatro Cali,Secretaría de Cultura,2019-03-29T17:03:29.765269,2019-12-20T15:27:13.164712,Cultura,Español,Municipal/Distrital,Anual,No aplica,No aplica,46,72,5,http://datos.cali.gov.co/dataset/ganadores-festival-internacional-de-teatro-de-cali
Fuentes de Agua en Santiago de Cali,Secretaría de Cultura,2019-06-18T16:00:49.924901,2019-12-20T15:25:52.324996,Cultura,Español,Local,Anual,No aplica,No aplica,52,128,4,http://datos.cali.gov.co/dataset/fuentes-de-agua-en-santiago-de-cali
Manifestaciones Culturales,Secretaría de Cultura,2019-11-25T20:03:32.792086,2019-12-20T15:25:15.692584,Cultura,Español,Local,Anual,No aplica,No aplica,72,214,4,http://datos.cali.gov.co/dataset/manifestaciones-culturales
Bienes de Interés Cultural del Grupo Urbano,Secretaría de Cultura,2019-11-25T20:50:44.087998,2019-12-20T15:23:23.531881,Cultura,Español,Municipal/Distrital,Anual,No aplica,No aplica,40,76,2,http://datos.cali.gov.co/dataset/bienes-de-interes-cultural-del-grupo-urbano
"Espacios de formación en tradición oral, sonora y música popular y clásica 2017 Cali",Secretaría de Cultura,2018-10-30T19:38:25.233179,2019-12-20T15:21:33.338603,Cultura,Español,Local,No aplica,No aplica,No aplica,60,139,5,http://datos.cali.gov.co/dataset/espacios-de-formacion-en-tradicion-oral-sonora-y-musica-popular-y-clasica-2017-cali
Ganadores concurso de poesía inédita de Cali,Secretaría de Cultura,2018-10-30T19:39:55.016508,2019-12-20T15:20:45.602866,Cultura,Español,Local,No aplica,No aplica,No aplica,74,142,2,http://datos.cali.gov.co/dataset/ganadores-concurso-de-poesia-inedita-de-cali
Ganadores Convocatoria Estímulos Cali,Secretaría de Cultura,2019-03-29T16:49:01.642296,2019-12-20T15:19:17.117881,Cultura,Español,Municipal/Distrital,No aplica,No aplica,No aplica,39,78,4,http://datos.cali.gov.co/dataset/ganadores-convocatoria-estimulos-cali
Ganadores del Festival de Música del Pacifico Petronio Álvarez,Secretaría de Cultura,2019-03-29T16:54:10.874635,2019-12-20T15:18:06.872292,Cultura,Español,Municipal/Distrital,Anual,No aplica,No aplica,32,76,3,http://datos.cali.gov.co/dataset/ganadores-del-festival-de-musica-del-pacifico-petronio-alvarez
Ganadores de talentos musicales 2017,Secretaría de Cultura,2018-10-30T19:43:03.020061,2019-12-20T15:17:02.557359,Cultura,Español,Local,No aplica,No aplica,No aplica,2,15,3,http://datos.cali.gov.co/dataset/ganadores-de-talentos-musicales-2017
Inventario fondo miscelánea del archivo histórico de Cali,Secretaría de Cultura,2018-10-30T19:41:24.906197,2019-12-20T15:16:09.776220,Cultura,Español,Local,No aplica,No aplica,No aplica,23,55,1,http://datos.cali.gov.co/dataset/inventario-fondo-miscelanea-del-archivo-historico-de-cali
Eventos presentados Teatro Municipal año 2018,Unidad Administrativa Especial Teatro Municipal,2019-10-24T21:28:02.069614,2019-12-19T16:41:34.647139,Educación,Español,Municipal/Distrital,Anual,No aplica,No aplica,22,42,1,http://datos.cali.gov.co/dataset/base-de-datos-eventos-presentados-teatro-municipal-ano-2018
Ciudadanos capacitados en los Puntos de Apropiación Digital (PAD) de Cali,Departamento Administrativo de Tecnologías de la Información y las Comunicaciones,2019-11-01T14:23:09.144189,2019-12-11T15:37:24.318261,Ciencia Tecnología e Innovación,Español,Municipal/Distrital,Mensual,No aplica,No aplica,52,141,4.5,http://datos.cali.gov.co/dataset/ciudadanos-capacitados-en-los-puntos-de-apropiacion-digital-pad-de-cali
Zonas Wi-Fi de Cali,Departamento Administrativo de Tecnologías de la Información y las Comunicaciones,2019-05-31T14:05:58.625573,2019-12-11T15:29:48.024492,Ciencia Tecnología e Innovación,Español,Municipal/Distrital,Anual,http://www.cali.gov.co/tic/publicaciones/105364/puntos_de_apropiacion_digital/,https://www.mintic.gov.co/portal/604/articles-9528_documento.pdf,176,509,3.5,http://datos.cali.gov.co/dataset/informacion-general-de-zonas-wi-fi-de-cali
Mapa de amenazas por efectos sísmicos del casco urbano de Santiago de Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2019-05-20T16:11:18.861881,2019-12-09T15:55:58.482504,Organismos de Control,Español,Municipal/Distrital,Trienio,No aplica,No aplica,185,367,3.6700001,http://datos.cali.gov.co/dataset/mapa-de-riesgos-de-la-ciudad-de-cali
Nomenclatura domiciliaria  de Cali año  2019,Departamento Administrativo de Planeación Municipal,2019-12-03T21:44:51.569594,2019-12-05T19:27:00.549070,Ordenamiento Territorial,Español,Local,No aplica,No aplica,No aplica,39,70,4,http://datos.cali.gov.co/dataset/nomenclatura-domiciliaria-de-santiago-de-cali-ano-2019
Planes parciales años 2015-2016 Cali,Departamento Administrativo de Planeación Municipal,2019-08-02T15:40:17.019585,2019-11-28T20:05:51.657772,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,14,36,5,http://datos.cali.gov.co/dataset/planes-parciales-anos-2015-2016-cali
Listado de vallas en Santiago de Cali,Departamento Administrativo de Planeación Municipal,2018-11-29T22:42:32.770815,2019-11-28T20:04:53.672876,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,16,39,1,http://datos.cali.gov.co/dataset/listado-de-vallas-en-santiago-de-cali
Área de espacio público efectivo Cali año 2016-2017,Departamento Administrativo de Planeación Municipal,2019-10-17T20:58:02.355471,2019-11-28T19:58:50.101977,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,39,70,5,http://datos.cali.gov.co/dataset/area-de-espacio-publico-efectivo-cali-ano-2016-2017
Número de equipamientos Cali año 2017,Departamento Administrativo de Planeación Municipal,2019-10-17T21:14:31.974371,2019-11-28T19:57:49.708295,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,42,85,5,http://datos.cali.gov.co/dataset/numero-de-equipamientos-cali-ano-2017
Sedes comunales en Santiago de Cali,Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:52:04.799460,2019-11-25T17:03:10.284109,Agricultura y desarrollo Rural,Español,Local,Trienio,No aplica,No aplica,195,451,3,http://datos.cali.gov.co/dataset/sedes-comunales-en-santiago-de-cali
Cantidad de computadores en cada Puntos de Apropiación Digital (PAD) de Cali,Departamento Administrativo de Tecnologías de la Información y las Comunicaciones,2018-12-18T22:41:49.807983,2019-11-08T15:27:43.263527,Ciencia Tecnología e Innovación,Español,Municipal/Distrital,Anual,http://www.cali.gov.co/tic/,No aplica,28,56,5,http://datos.cali.gov.co/dataset/cantidad-de-computadores-en-cada-punto-de-apropiacion-digital-de-cali
Premiaciones Intercolegiado de teatro y artes escénicas,Unidad Administrativa Especial Teatro Municipal,2019-10-24T21:05:15.411732,2019-10-25T20:25:36.055027,Educación,Español,Municipal/Distrital,No aplica,No aplica,No aplica,22,39,1,http://datos.cali.gov.co/dataset/premiaciones-viii-intercolegiado-de-teatro-y-artes-escenicas-ano-2017
Territorios de inclusión y oportunidades (TIO),Secretaría de Desarrollo Territorial y Participación Ciudadana,2018-10-30T20:54:22.557727,2019-10-21T19:52:57.151688,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,116,215,5,http://datos.cali.gov.co/dataset/territorios-de-inclusion-y-oportunidades-ti0
Índice de espacio público  efectivo en Cali años 2016-2017,Departamento Administrativo de Planeación Municipal,2019-10-17T20:32:27.484882,2019-10-18T16:29:02.316515,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,108,169,4,http://datos.cali.gov.co/dataset/indice-de-espacio-publico-efectivo
Mapa de amenazas altas por efectos sísmicos del casco urbano de Santiago de Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2019-10-17T18:46:31.065885,2019-10-17T18:47:13.589294,Organismos de Control,Español,Local,No aplica,No aplica,No aplica,42,75,3,http://datos.cali.gov.co/dataset/mapa-de-amenazas-altas-por-efectos-sismicos-del-casco-urbano-de-santiago-de-cali
Mapa de amenazas medias por efectos sísmicos del casco urbano de Santiago de Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2019-10-17T18:43:46.036937,2019-10-17T18:44:35.942771,Organismos de Control,Español,Local,No aplica,No aplica,No aplica,12,35,2,http://datos.cali.gov.co/dataset/mapa-de-amenazas-medias-por-efectos-sismicos-del-casco-urbano-de-santiago-de-cali
Mapa de amenazas bajas por efectos sísmicos del casco urbano de Santiago de Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2019-10-17T18:35:56.583821,2019-10-17T18:42:21.017630,Organismos de Control,Español,Local,No aplica,No aplica,No aplica,19,44,1,http://datos.cali.gov.co/dataset/mapa-de-amenazas-bajas-por-efectos-sismicos-del-casco-urbano-de-santiago-de-cali
Instalaciones de Mapas de Riesgo en las comunas y corregimientos del Municipio de Santiago de Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2019-10-17T17:11:16.810589,2019-10-17T17:13:03.581031,Organismos de Control,Español,Local,No aplica,No aplica,No aplica,52,97,1,http://datos.cali.gov.co/dataset/instalaciones-de-mapas-de-riesgo-en-las-comunas-y-corregimientos-del-municipio-de-santiago-de-cali
Plan Anual De Adquisiciones Concejo de Cali,Concejo Municipal de Santiago de Cali,2019-09-21T15:46:03.876942,2019-10-09T19:58:53.115143,Presupuestos Gubernamentales,Español,Municipal/Distrital,Trimestral,http://www.concejodecali.gov.co/publicaciones.php?id=44078,No aplica,32,46,5,http://datos.cali.gov.co/dataset/plan-anual-de-adquisiciones
"Población de Cali con Sisbén III, por género, según puntaje",Departamento Administrativo de Planeación Municipal,2018-10-30T18:07:44.866191,2019-10-02T21:04:18.008807,Inclusión Social y Reconciliación,Español,Local,Anual,No aplica,No aplica,40,181,2,http://datos.cali.gov.co/dataset/poblacion-de-cali-en-sisben-iii-por-genero-segun-puntaje-del-sisben
Muertes Accidentales según Rango de Edades en el Municipio de Santiago de Cali 2004 - 2017,Secretaría de Seguridad y Justicia,2019-09-09T19:21:35.772991,2019-09-09T19:22:15.829534,Seguridad y Justicia/ Paz /Cultura Ciudadana,Español,Municipal/Distrital,Anual,No aplica,No aplica,3,8,4,http://datos.cali.gov.co/dataset/muertes-accidentales-segun-rango-de-edades-en-el-municipio-de-santiago-de-cali-2004-2017
Localización organismos de socorro y secretaría de gestión del riesgo en Cali,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-31T13:49:26.416764,2019-08-30T14:48:45.906149,Ordenamiento Territorial,Español,Local,No aplica,No aplica,No aplica,18,68,2,http://datos.cali.gov.co/dataset/mapa-localizacion-organismos-socorro-secretaria-gestion-del-riesgo-cali
Ubicación organismos de socorro y secretaría de gestión de riesgo 2018,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T21:29:54.087168,2019-08-28T22:35:35.060228,Vivienda Ciudad y Territorio,Español,Municipal,Semestral,No aplica,No aplica,42,77,1,http://datos.cali.gov.co/dataset/ubicacion-organismos-de-socorro-y-secretaria-de-gestion-de-riesgo-2018
Emergencias acontecidas en la ciudad de Cali 2017,Secretaría de Gestión del Riesgo de Emergencias y Desastres,2018-10-30T21:53:07.520871,2019-08-28T22:23:25.115770,Salud y Protección Social,Español,Municipal,Semestral,No aplica,No aplica,43,83,3,http://datos.cali.gov.co/dataset/emergencias-acontecidas-en-la-ciudad-de-cali-2017
"Conceptos de Uso de Suelo POT de Cali, por vigencias",Departamento Administrativo de Planeación Municipal,2018-12-27T17:14:48.443963,2019-08-28T20:35:41.116837,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,138,256,5,http://datos.cali.gov.co/dataset/conceptos-de-uso-de-suelo-pot-2014-cali
Área licenciada total Valle del Cauca según Interés social de la vivienda  año 2000-2018,Departamento Administrativo de Planeación Municipal,2019-08-05T14:47:29.179487,2019-08-28T20:22:08.814270,Ordenamiento Territorial,Español,Departamental,Anual,No aplica,No aplica,11,26,3,http://datos.cali.gov.co/dataset/area-licenciada-total-valle-del-cauca-segun-interes-social-de-la-vivienda-ano-2000-2018
Área licenciada total Cali año 2007 -2018,Departamento Administrativo de Planeación Municipal,2019-08-02T16:24:15.265903,2019-08-28T20:13:33.373397,Ordenamiento Territorial,Español,Local,Anual,No aplica,No aplica,14,30,4,http://datos.cali.gov.co/dataset/area-licenciada-total-cali-metros-cuadrados-ano-2007-2018
Planes parciales con tratamiento de renovación urbana para VIS y VIP año 2015 - 2016 Cali,Departamento Administrativo de Planeación Municipal,2019-08-05T15:04:54.122433,2019-08-28T20:12:19.120153,Ordenamiento Territorial,Español,Municipal/Distrital,Anual,No aplica,No aplica,6,20,4,http://datos.cali.gov.co/dataset/planes-parciales-con-tratamiento-de-renovacion-urbana-para-vis-y-vip-ano-2015-2016-cali
Planes parciales con tratamiento de renovación urbana año 2015-2016 Cali,Departamento Administrativo de Planeación Municipal,2019-08-05T15:41:16.502589,2019-08-28T20:09:16.916648,Ordenamiento Territorial,Español,Municipal/Distrital,Anual,No aplica,No aplica,11,17,3,http://datos.cali.gov.co/dataset/planes-parciales-con-tratamiento-de-renovacion-urbana-ano-2015-2016-cali
Planes parciales con tratamiento de desarrollo año 2015 - 2016 Cali,Departamento Administrativo de Planeación Municipal,2019-08-05T15:54:06.851433,2019-08-28T20:08:12.222121,Ordenamiento Territorial,Español,Municipal/Distrital,Anual,No aplica,No aplica,8,16,1,http://datos.cali.gov.co/dataset/planes-parciales-con-tratamiento-de-desarrollo-ano-2015-2016-cali
Homicidio según tipo sexo por año y rango de edad,Secretaría de Seguridad y Justicia,2019-08-27T21:47:43.937838,2019-08-27T21:49:47.831423,Estadísticas,Español,Local,Anual,No aplica,No aplica,18,34,5,http://datos.cali.gov.co/dataset/homicidio-segun-tipo-sexo-por-ano-y-rango-de-edad
Homicidio según tipo sexo por año y comuna,Secretaría de Seguridad y Justicia,2019-08-27T21:24:05.848590,2019-08-27T21:25:07.506602,Estadísticas,Español,Local,Anual,No aplica,No aplica,59,94,5,http://datos.cali.gov.co/dataset/homicidio-segun-tipo-sexo-por-ano-y-comuna
"Estratificación socioeconómica según estrato, por barrio en Cali 2015",Departamento Administrativo de Planeación Municipal,2018-10-30T14:34:44.402212,2019-07-08T07:02:57.365106,Agricultura y desarrollo Rural,Español,Local,No aplica,No aplica,No aplica,1270,3271,1,http://datos.cali.gov.co/dataset/estratificacion-socioeconomica-segun-estrato-por-barrio-en-cali-2015
Gestión de la Alcaldía de Cali en la prevención de violencias de género contra la mujer,Departamento Administrativo de Control Disciplinario Interno,2019-06-29T14:30:54.302164,2019-07-05T15:00:06.675156,Gestión Pública/Administrativa,Español,Local,No aplica,http://www.cali.gov.co/disciplinario/publicaciones/147301/prevencion-de-violencias-de-genero-contra-la-mujer-2018/,No aplica,87,138,2,http://datos.cali.gov.co/dataset/prevencion-de-violencias-de-genero-contra-la-mujer
Índice de precios al consumidor por ingresos y variación en Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T13:24:50.022485,2019-06-17T15:43:59.423674,Estadísticas,Español,Local,No aplica,No aplica,No aplica,25,53,5,http://datos.cali.gov.co/dataset/indice-de-precios-al-consumidor-por-ingresos-y-variacion-en-cali
Información de corregimientos en Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T14:47:01.534439,2019-06-04T20:16:23.719935,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,29,60,5,http://datos.cali.gov.co/dataset/informacion-de-corregimientos-en-cali
Información de la comuna 6 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:19:25.606457,2019-06-04T20:10:08.948981,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,35,67,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-6-de-cali
Información de la comuna 5 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:03:45.958578,2019-06-04T20:02:42.949431,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,17,35,2,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-5-de-cali
Información de la comuna 4 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:00:58.114321,2019-06-04T20:00:17.796696,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,19,39,2,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-4-de-cali
Información de la comuna 3 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T15:43:20.041070,2019-06-04T19:56:30.897580,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,21,40,2,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-3-de-cali
Información de la comuna 2 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T15:38:03.809531,2019-06-04T19:52:23.156669,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,24,43,1,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-2-de-cali
Información de la comuna 22 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:51:27.013565,2019-06-04T19:46:44.199885,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,21,52,1,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-22-de-cali
Información de la comuna 21 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:48:53.312923,2019-06-04T19:44:25.949278,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,38,80,4,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-21-de-cali
Información de la comuna 20 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:40:14.557181,2019-06-04T19:41:21.782037,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,23,49,3,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-20-de-cali
Información de la comuna 19 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:36:26.221215,2019-06-04T19:38:01.963607,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,23,39,4,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-19-de-cali
Información de la comuna 18 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:33:15.854767,2019-06-04T19:35:18.705944,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,35,92,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-18-de-cali
Información de la comuna 17 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:29:30.285649,2019-06-04T19:31:15.805377,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,20,48,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-17-de-cali
Información de la comuna 16 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:25:01.058341,2019-06-04T19:26:09.497032,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,17,30,4,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-16-de-cali
Información de la comuna 15 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:18:58.464074,2019-06-04T19:11:08.258194,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,26,58,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-15-de-cali
Información de la comuna 14 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:13:28.110471,2019-06-04T19:04:41.438282,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,17,47,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-14-de-cali
Información de la comuna 13 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:07:19.647494,2019-06-04T18:58:03.728734,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,32,70,3,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-13-de-cali
Información de la comuna 12 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T17:01:06.479687,2019-05-31T21:19:23.316493,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,13,50,4,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-12-de-cali
Información de la comuna 11 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:56:02.035505,2019-05-31T21:15:21.869810,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,23,48,3,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-11-de-cali
Información de la comuna 10 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:51:32.559678,2019-05-31T21:08:14.021617,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,12,42,1,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-10-de-cali
Información de la comuna 9 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:46:52.528165,2019-05-31T20:54:34.304119,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,9,42,3,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-9-de-cali
Información de la comuna 8 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:40:27.265958,2019-05-31T20:49:11.002609,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,20,51,5,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-8-de-cali
Información de la comuna 1 de Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T14:55:38.081061,2019-05-31T20:33:35.606586,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,35,67,5,http://datos.cali.gov.co/dataset/informacion-comuna-1-cali
Información de la comuna 7 en Cali,Departamento Administrativo de Planeación Municipal,2018-10-30T16:36:58.668737,2019-05-31T20:32:24.884644,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,45,82,3,http://datos.cali.gov.co/dataset/informacion-de-la-comuna-7-en-cali
Conceptos de Uso de Suelo POT 2000 Cali,Departamento Administrativo de Planeación Municipal,2018-12-20T21:29:40.507758,2019-05-30T21:59:06.693351,Agricultura y desarrollo Rural,Español,Local,Anual,No aplica,No aplica,61,94,4,http://datos.cali.gov.co/dataset/conceptos-de-uso-de-suelo-pot-2000-cali
Tasa de inflación Cali y Colombia 1955-2016,Departamento Administrativo de Planeación Municipal,2018-10-30T13:23:01.493008,2019-05-28T15:42:46.264395,Estadísticas,Español,Municipal/Distrital,No aplica,No aplica,No aplica,51,85,2,http://datos.cali.gov.co/dataset/tasa-de-inflacion-cali-y-colombia-1955-2016
"Subsidios servicios públicos por comuna: alcantarillado, acueducto y aseo mes de enero a junio año  2017 Santiago de Cali",Unidad Administrativa Especial de Servicios Públicos Municipales,2019-03-31T18:21:07.727416,2019-04-01T19:05:21.599487,Vivienda y Hábitat,Español,Municipal/Distrital,No aplica,No aplica,No aplica,22,74,5,http://datos.cali.gov.co/dataset/subsidio-en-cali-de-enero-a-junio-en-el-ano-2017-por-comuna
Registro de Contrato No  4182.0.10.26.1.40 de 2017 en la ETD de la Carrera 50 Cali,Unidad Administrativa Especial de Servicios Públicos Municipales,2019-03-31T17:40:21.033532,2019-04-01T17:00:36.304913,Ambiente y Desarrollo Sostenible,Español,Municipal/Distrital,No aplica,No aplica,No aplica,9,40,3.5,http://datos.cali.gov.co/dataset/registro-de-contrato-no-4182-0-10-26-1-40-de-2017-en-la-epd-de-la-carrera-50
Contrato No.4182.010.26.1.166-2018 Evacuación EDT de la 50 Cali,Unidad Administrativa Especial de Servicios Públicos Municipales,2019-03-29T20:58:29.091902,2019-04-01T15:48:36.170367,Ambiente y Desarrollo Sostenible,Español,Municipal/Distrital,No aplica,No aplica,No aplica,7,37,5,http://datos.cali.gov.co/dataset/contrato-no-4182-010-26-1-166-2018-evacuacion-edt-de-la-50-cali
"Población registrada en sisbén III en Cali, por género, según grupos de edad",Departamento Administrativo de Planeación Municipal,2018-10-30T18:27:00.014712,2018-11-27T18:13:49.369177,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,13,33,4,http://datos.cali.gov.co/dataset/poblacion-registrada-en-sisben-iii-en-cali-por-genero-segun-grupos-de-edad
"Población afiliada a algún régimen de salud en Cali, según puntaje sisbén",Departamento Administrativo de Planeación Municipal,2018-10-30T18:25:15.863107,2018-11-27T18:13:34.209314,Salud y Protección Social,Español,Municipal,Anual,No aplica,No aplica,25,50,4,http://datos.cali.gov.co/dataset/poblacion-afiliada-a-algun-regimen-de-salud-en-cali-segun-puntaje-sisben
"Población en edad escolar (5-16 años) según genero y asistencia a establecimiento educativo, por puntaje sisbén en Cali",Departamento Administrativo de Planeación Municipal,2018-10-30T18:23:34.882345,2018-11-27T18:13:17.843363,Educación,Español,Municipal,Anual,No aplica,No aplica,109,201,5,http://datos.cali.gov.co/dataset/poblacion-escolar-segun-genero-asistencia-establecimiento-educativo-por-puntaje-sisben-cali
"Población entre 5 y 34 años según nivel educativo, por grupo de edad, según el sisbén en Cali",Departamento Administrativo de Planeación Municipal,2018-10-30T18:13:53.308651,2018-11-27T18:13:03.863673,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,14,37,2,http://datos.cali.gov.co/dataset/poblacion-entre-5-y-34-anos-segun-nivel-educativo-por-grupo-de-edad-segun-el-sisben-en-cali
"Sisbén III - población, viviendas y hogares, según total, comunas y corregimientos de Cali",Departamento Administrativo de Planeación Municipal,2018-10-30T18:10:56.078917,2018-11-27T18:12:42.977779,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,32,64,4,http://datos.cali.gov.co/dataset/sisben-iii-poblacion-viviendas-y-hogares-segun-total-comunas-y-corregimientos-de-cali
"Hogares por zona en Cali, según puntaje sisbén",Departamento Administrativo de Planeación Municipal,2018-10-30T17:55:41.305760,2018-11-27T18:07:42.369920,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,34,91,3,http://datos.cali.gov.co/dataset/hogares-por-zona-en-cali-segun-puntaje-sisben
"Población de 12 años y más de Cali, por estado civil, según puntaje sisbén",Departamento Administrativo de Planeación Municipal,2018-10-30T17:59:36.180687,2018-11-27T18:07:25.478332,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,7,27,2,http://datos.cali.gov.co/dataset/poblacion-de-12-anos-y-mas-de-cali-por-estado-civil-segun-puntaje-sisben
"Población sisbén III en Cali, por zona, según puntaje sisbén",Departamento Administrativo de Planeación Municipal,2018-10-30T18:04:47.441064,2018-11-27T18:07:10.969815,Inclusión Social y Reconciliación,Español,Municipal,Anual,No aplica,No aplica,70,116,5,http://datos.cali.gov.co/dataset/poblacion-sisben-iii-en-cali-por-zona-segun-puntaje-sisben
Índice de precios al consumidor total e inflación en Cali 1954-2016,Departamento Administrativo de Planeación Municipal,2018-10-30T13:20:49.242869,2018-11-27T18:05:21.972253,Estadísticas,Español,Municipal,No aplica,No aplica,No aplica,8,22,3.5,http://datos.cali.gov.co/dataset/indice-de-precios-al-consumidor-total-e-inflacion-en-cali-1954-2016
Índice de precios al consumidor ingresos bajos y variación en Cali 1954-2016,Departamento Administrativo de Planeación Municipal,2018-10-30T13:27:12.679016,2018-11-27T18:04:15.287437,"Ciencia, Tecnología e innovación",Español,Municipal,No aplica,No aplica,No aplica,47,75,4,http://datos.cali.gov.co/dataset/indice-de-precios-al-consumidor-ingresos-bajos-y-variacion-en-cali-1954-2016
